customer_id,email,first_name,last_name,behavior
CUST1000,ayesha.khan0@email.com,Ayesha,Khan,at_risk
CUST1001,zara.hassan1@email.com,Zara,Hassan,champion
CUST1002,ayesha.chaudhry2@email.com,Ayesha,Chaudhry,champion
CUST1003,nadia.khan3@email.com,Nadia,Khan,champion
CUST1004,ahmed.hassan4@email.com,Ahmed,Hassan,at_risk
CUST1005,ali.chaudhry5@email.com,Ali,Chaudhry,loyal
CUST1006,shahid.qureshi6@email.com,Shahid,Qureshi,loyal
CUST1007,amna.sheikh7@email.com,Amna,Sheikh,lost
CUST1008,ali.ali8@email.com,Ali,Ali,at_risk
CUST1009,bilal.sheikh9@email.com,Bilal,Sheikh,loyal
CUST1010,bilal.ahmed10@email.com,Bilal,Ahmed,champion
CUST1011,ayesha.malik11@email.com,Ayesha,Malik,lost
CUST1012,faisal.sheikh12@email.com,Faisal,Sheikh,lost
CUST1013,kamran.chaudhry13@email.com,Kamran,Chaudhry,champion
CUST1014,tariq.ahmed14@email.com,Tariq,Ahmed,at_risk
CUST1015,faisal.malik15@email.com,Faisal,Malik,at_risk
CUST1016,usman.khan16@email.com,Usman,Khan,at_risk
CUST1017,hina.ahmed17@email.com,Hina,Ahmed,lost
CUST1018,ayesha.qureshi18@email.com,Ayesha,Qureshi,loyal
CUST1019,sana.ali19@email.com,Sana,Ali,loyal
CUST1020,ahmed.sheikh20@email.com,Ahmed,Sheikh,at_risk
CUST1021,usman.mirza21@email.com,Usman,Mirza,at_risk
CUST1022,shahid.hassan22@email.com,Shahid,Hassan,loyal
CUST1023,tariq.sheikh23@email.com,Tariq,Sheikh,lost
CUST1024,shahid.hassan24@email.com,Shahid,Hassan,at_risk
CUST1025,sara.hassan25@email.com,Sara,Hassan,lost
CUST1026,bilal.qureshi26@email.com,Bilal,Qureshi,loyal
CUST1027,ahmed.mirza27@email.com,Ahmed,Mirza,lost
CUST1028,bilal.hassan28@email.com,Bilal,Hassan,at_risk
CUST1029,tariq.akhtar29@email.com,Tariq,Akhtar,champion
CUST1030,hassan.hassan30@email.com,Hassan,Hassan,at_risk
CUST1031,shahid.sheikh31@email.com,Shahid,Sheikh,at_risk
CUST1032,nadia.mirza32@email.com,Nadia,Mirza,loyal
CUST1033,zara.ali33@email.com,Zara,Ali,at_risk
CUST1034,usman.khan34@email.com,Usman,Khan,lost
CUST1035,hassan.ali35@email.com,Hassan,Ali,lost
CUST1036,nadia.mirza36@email.com,Nadia,Mirza,champion
CUST1037,tariq.mirza37@email.com,Tariq,Mirza,lost
CUST1038,rabia.sheikh38@email.com,Rabia,Sheikh,lost
CUST1039,ali.ahmed39@email.com,Ali,Ahmed,at_risk
CUST1040,shahid.sheikh40@email.com,Shahid,Sheikh,lost
CUST1041,bilal.ahmed41@email.com,Bilal,Ahmed,loyal
CUST1042,fatima.akhtar42@email.com,Fatima,Akhtar,champion
CUST1043,omar.chaudhry43@email.com,Omar,Chaudhry,lost
CUST1044,rabia.ahmed44@email.com,Rabia,Ahmed,lost
CUST1045,hina.chaudhry45@email.com,Hina,Chaudhry,at_risk
CUST1046,hassan.malik46@email.com,Hassan,Malik,lost
CUST1047,shahid.chaudhry47@email.com,Shahid,Chaudhry,lost
CUST1048,faisal.malik48@email.com,Faisal,Malik,at_risk
CUST1049,ayesha.malik49@email.com,Ayesha,Malik,lost
CUST1050,hina.hassan50@email.com,Hina,Hassan,champion
CUST1051,amna.ahmed51@email.com,Amna,Ahmed,champion
CUST1052,imran.ahmed52@email.com,Imran,Ahmed,lost
CUST1053,shahid.ali53@email.com,Shahid,Ali,champion
CUST1054,imran.chaudhry54@email.com,Imran,Chaudhry,loyal
CUST1055,rabia.mirza55@email.com,Rabia,Mirza,at_risk
CUST1056,ahmed.chaudhry56@email.com,Ahmed,Chaudhry,lost
CUST1057,ahmed.sheikh57@email.com,Ahmed,Sheikh,loyal
CUST1058,sana.akhtar58@email.com,Sana,Akhtar,lost
CUST1059,kamran.ahmed59@email.com,Kamran,Ahmed,loyal
CUST1060,usman.malik60@email.com,Usman,Malik,champion
CUST1061,shahid.hassan61@email.com,Shahid,Hassan,at_risk
CUST1062,ali.ahmed62@email.com,Ali,Ahmed,at_risk
CUST1063,sara.hassan63@email.com,Sara,Hassan,champion
CUST1064,sara.malik64@email.com,Sara,Malik,champion
CUST1065,zara.sheikh65@email.com,Zara,Sheikh,at_risk
CUST1066,ahmed.chaudhry66@email.com,Ahmed,Chaudhry,champion
CUST1067,amna.mirza67@email.com,Amna,Mirza,at_risk
CUST1068,imran.qureshi68@email.com,Imran,Qureshi,loyal
CUST1069,ayesha.qureshi69@email.com,Ayesha,Qureshi,loyal
CUST1070,nadia.akhtar70@email.com,Nadia,Akhtar,lost
CUST1071,sara.ahmed71@email.com,Sara,Ahmed,champion
CUST1072,bilal.ahmed72@email.com,Bilal,Ahmed,loyal
CUST1073,ahmed.chaudhry73@email.com,Ahmed,Chaudhry,at_risk
CUST1074,nadia.ali74@email.com,Nadia,Ali,loyal
CUST1075,zara.ahmed75@email.com,Zara,Ahmed,at_risk
CUST1076,shahid.ahmed76@email.com,Shahid,Ahmed,champion
CUST1077,shahid.khan77@email.com,Shahid,Khan,lost
CUST1078,zara.ali78@email.com,Zara,Ali,at_risk
CUST1079,imran.hassan79@email.com,Imran,Hassan,lost
CUST1080,sara.ali80@email.com,Sara,Ali,loyal
CUST1081,tariq.sheikh81@email.com,Tariq,Sheikh,lost
CUST1082,kamran.sheikh82@email.com,Kamran,Sheikh,at_risk
CUST1083,shahid.akhtar83@email.com,Shahid,Akhtar,loyal
CUST1084,hina.hassan84@email.com,Hina,Hassan,lost
CUST1085,amna.chaudhry85@email.com,Amna,Chaudhry,champion
CUST1086,bilal.khan86@email.com,Bilal,Khan,champion
CUST1087,imran.chaudhry87@email.com,Imran,Chaudhry,lost
CUST1088,rabia.ali88@email.com,Rabia,Ali,champion
CUST1089,rabia.ahmed89@email.com,Rabia,Ahmed,lost
CUST1090,usman.mirza90@email.com,Usman,Mirza,champion
CUST1091,zara.qureshi91@email.com,Zara,Qureshi,champion
CUST1092,amna.hassan92@email.com,Amna,Hassan,at_risk
CUST1093,sara.mirza93@email.com,Sara,Mirza,champion
CUST1094,amna.mirza94@email.com,Amna,Mirza,at_risk
CUST1095,omar.hassan95@email.com,Omar,Hassan,at_risk
CUST1096,bilal.hassan96@email.com,Bilal,Hassan,loyal
CUST1097,hassan.sheikh97@email.com,Hassan,Sheikh,at_risk
CUST1098,usman.khan98@email.com,Usman,Khan,at_risk
CUST1099,amna.ahmed99@email.com,Amna,Ahmed,champion
CUST1100,ahmed.chaudhry100@email.com,Ahmed,Chaudhry,loyal
CUST1101,sana.ahmed101@email.com,Sana,Ahmed,lost
CUST1102,sana.sheikh102@email.com,Sana,Sheikh,loyal
CUST1103,shahid.sheikh103@email.com,Shahid,Sheikh,at_risk
CUST1104,rabia.khan104@email.com,Rabia,Khan,at_risk
CUST1105,shahid.sheikh105@email.com,Shahid,Sheikh,lost
CUST1106,ayesha.ali106@email.com,Ayesha,Ali,loyal
CUST1107,ayesha.chaudhry107@email.com,Ayesha,Chaudhry,loyal
CUST1108,hina.mirza108@email.com,Hina,Mirza,loyal
CUST1109,bilal.hassan109@email.com,Bilal,Hassan,at_risk
CUST1110,omar.chaudhry110@email.com,Omar,Chaudhry,at_risk
CUST1111,sara.ahmed111@email.com,Sara,Ahmed,at_risk
CUST1112,omar.khan112@email.com,Omar,Khan,champion
CUST1113,hassan.sheikh113@email.com,Hassan,Sheikh,loyal
CUST1114,kamran.chaudhry114@email.com,Kamran,Chaudhry,at_risk
CUST1115,shahid.khan115@email.com,Shahid,Khan,champion
CUST1116,hassan.chaudhry116@email.com,Hassan,Chaudhry,champion
CUST1117,sana.mirza117@email.com,Sana,Mirza,at_risk
CUST1118,nadia.ali118@email.com,Nadia,Ali,champion
CUST1119,sana.khan119@email.com,Sana,Khan,lost
CUST1120,ahmed.hassan120@email.com,Ahmed,Hassan,at_risk
CUST1121,sana.chaudhry121@email.com,Sana,Chaudhry,lost
CUST1122,nadia.mirza122@email.com,Nadia,Mirza,at_risk
CUST1123,zara.ali123@email.com,Zara,Ali,lost
CUST1124,fatima.qureshi124@email.com,Fatima,Qureshi,champion
CUST1125,bilal.qureshi125@email.com,Bilal,Qureshi,lost
CUST1126,zara.sheikh126@email.com,Zara,Sheikh,loyal
CUST1127,ayesha.qureshi127@email.com,Ayesha,Qureshi,lost
CUST1128,imran.hassan128@email.com,Imran,Hassan,loyal
CUST1129,kamran.malik129@email.com,Kamran,Malik,loyal
CUST1130,zara.hassan130@email.com,Zara,Hassan,champion
CUST1131,ahmed.qureshi131@email.com,Ahmed,Qureshi,loyal
CUST1132,usman.sheikh132@email.com,Usman,Sheikh,loyal
CUST1133,rabia.qureshi133@email.com,Rabia,Qureshi,at_risk
CUST1134,shahid.malik134@email.com,Shahid,Malik,lost
CUST1135,ayesha.sheikh135@email.com,Ayesha,Sheikh,loyal
CUST1136,omar.khan136@email.com,Omar,Khan,champion
CUST1137,nadia.malik137@email.com,Nadia,Malik,at_risk
CUST1138,bilal.qureshi138@email.com,Bilal,Qureshi,at_risk
CUST1139,rabia.ahmed139@email.com,Rabia,Ahmed,loyal
CUST1140,amna.hassan140@email.com,Amna,Hassan,loyal
CUST1141,nadia.khan141@email.com,Nadia,Khan,at_risk
CUST1142,shahid.hassan142@email.com,Shahid,Hassan,loyal
CUST1143,usman.malik143@email.com,Usman,Malik,at_risk
CUST1144,ayesha.sheikh144@email.com,Ayesha,Sheikh,at_risk
CUST1145,nadia.malik145@email.com,Nadia,Malik,at_risk
CUST1146,hina.chaudhry146@email.com,Hina,Chaudhry,champion
CUST1147,nadia.qureshi147@email.com,Nadia,Qureshi,at_risk
CUST1148,fatima.mirza148@email.com,Fatima,Mirza,at_risk
CUST1149,tariq.chaudhry149@email.com,Tariq,Chaudhry,lost
CUST1150,hina.sheikh150@email.com,Hina,Sheikh,loyal
CUST1151,amna.mirza151@email.com,Amna,Mirza,at_risk
CUST1152,kamran.akhtar152@email.com,Kamran,Akhtar,at_risk
CUST1153,ahmed.chaudhry153@email.com,Ahmed,Chaudhry,at_risk
CUST1154,fatima.ahmed154@email.com,Fatima,Ahmed,loyal
CUST1155,faisal.malik155@email.com,Faisal,Malik,champion
CUST1156,zara.sheikh156@email.com,Zara,Sheikh,loyal
CUST1157,ahmed.ali157@email.com,Ahmed,Ali,champion
CUST1158,zara.akhtar158@email.com,Zara,Akhtar,at_risk
CUST1159,usman.akhtar159@email.com,Usman,Akhtar,at_risk
CUST1160,amna.hassan160@email.com,Amna,Hassan,at_risk
CUST1161,tariq.akhtar161@email.com,Tariq,Akhtar,loyal
CUST1162,hassan.khan162@email.com,Hassan,Khan,lost
CUST1163,ayesha.qureshi163@email.com,Ayesha,Qureshi,loyal
CUST1164,rabia.akhtar164@email.com,Rabia,Akhtar,champion
CUST1165,zara.ahmed165@email.com,Zara,Ahmed,at_risk
CUST1166,kamran.chaudhry166@email.com,Kamran,Chaudhry,lost
CUST1167,faisal.malik167@email.com,Faisal,Malik,lost
CUST1168,kamran.mirza168@email.com,Kamran,Mirza,lost
CUST1169,rabia.qureshi169@email.com,Rabia,Qureshi,lost
CUST1170,shahid.akhtar170@email.com,Shahid,Akhtar,lost
CUST1171,imran.akhtar171@email.com,Imran,Akhtar,loyal
CUST1172,zara.sheikh172@email.com,Zara,Sheikh,lost
CUST1173,rabia.akhtar173@email.com,Rabia,Akhtar,at_risk
CUST1174,omar.akhtar174@email.com,Omar,Akhtar,champion
CUST1175,hina.hassan175@email.com,Hina,Hassan,loyal
CUST1176,bilal.chaudhry176@email.com,Bilal,Chaudhry,champion
CUST1177,hassan.hassan177@email.com,Hassan,Hassan,loyal
CUST1178,hassan.hassan178@email.com,Hassan,Hassan,champion
CUST1179,nadia.malik179@email.com,Nadia,Malik,at_risk
CUST1180,nadia.khan180@email.com,Nadia,Khan,loyal
CUST1181,nadia.qureshi181@email.com,Nadia,Qureshi,lost
CUST1182,amna.khan182@email.com,Amna,Khan,lost
CUST1183,amna.qureshi183@email.com,Amna,Qureshi,at_risk
CUST1184,sana.sheikh184@email.com,Sana,Sheikh,lost
CUST1185,nadia.chaudhry185@email.com,Nadia,Chaudhry,at_risk
CUST1186,shahid.mirza186@email.com,Shahid,Mirza,lost
CUST1187,imran.hassan187@email.com,Imran,Hassan,loyal
CUST1188,imran.khan188@email.com,Imran,Khan,loyal
CUST1189,tariq.ali189@email.com,Tariq,Ali,lost
CUST1190,hassan.mirza190@email.com,Hassan,Mirza,at_risk
CUST1191,tariq.mirza191@email.com,Tariq,Mirza,at_risk
CUST1192,ali.ahmed192@email.com,Ali,Ahmed,at_risk
CUST1193,hassan.akhtar193@email.com,Hassan,Akhtar,loyal
CUST1194,omar.qureshi194@email.com,Omar,Qureshi,loyal
CUST1195,kamran.malik195@email.com,Kamran,Malik,loyal
CUST1196,tariq.sheikh196@email.com,Tariq,Sheikh,lost
CUST1197,nadia.sheikh197@email.com,Nadia,Sheikh,lost
CUST1198,imran.khan198@email.com,Imran,Khan,at_risk
CUST1199,sara.malik199@email.com,Sara,Malik,loyal
CUST1200,usman.khan200@email.com,Usman,Khan,lost
CUST1201,zara.hassan201@email.com,Zara,Hassan,lost
CUST1202,faisal.ali202@email.com,Faisal,Ali,loyal
CUST1203,imran.ahmed203@email.com,Imran,Ahmed,at_risk
CUST1204,ahmed.akhtar204@email.com,Ahmed,Akhtar,at_risk
CUST1205,sana.ali205@email.com,Sana,Ali,at_risk
CUST1206,ayesha.ali206@email.com,Ayesha,Ali,lost
CUST1207,ayesha.mirza207@email.com,Ayesha,Mirza,champion
CUST1208,hina.mirza208@email.com,Hina,Mirza,at_risk
CUST1209,tariq.qureshi209@email.com,Tariq,Qureshi,lost
CUST1210,ahmed.ahmed210@email.com,Ahmed,Ahmed,at_risk
CUST1211,zara.ahmed211@email.com,Zara,Ahmed,at_risk
CUST1212,hina.mirza212@email.com,Hina,Mirza,lost
CUST1213,amna.khan213@email.com,Amna,Khan,loyal
CUST1214,nadia.malik214@email.com,Nadia,Malik,champion
CUST1215,bilal.khan215@email.com,Bilal,Khan,lost
CUST1216,imran.ahmed216@email.com,Imran,Ahmed,at_risk
CUST1217,sana.akhtar217@email.com,Sana,Akhtar,at_risk
CUST1218,nadia.ali218@email.com,Nadia,Ali,at_risk
CUST1219,omar.mirza219@email.com,Omar,Mirza,lost
CUST1220,shahid.akhtar220@email.com,Shahid,Akhtar,at_risk
CUST1221,amna.sheikh221@email.com,Amna,Sheikh,loyal
CUST1222,zara.ahmed222@email.com,Zara,Ahmed,loyal
CUST1223,kamran.hassan223@email.com,Kamran,Hassan,lost
CUST1224,amna.mirza224@email.com,Amna,Mirza,at_risk
CUST1225,bilal.khan225@email.com,Bilal,Khan,at_risk
CUST1226,bilal.ali226@email.com,Bilal,Ali,at_risk
CUST1227,sana.sheikh227@email.com,Sana,Sheikh,loyal
CUST1228,faisal.sheikh228@email.com,Faisal,Sheikh,at_risk
CUST1229,rabia.hassan229@email.com,Rabia,Hassan,champion
CUST1230,nadia.akhtar230@email.com,Nadia,Akhtar,at_risk
CUST1231,zara.akhtar231@email.com,Zara,Akhtar,at_risk
CUST1232,imran.akhtar232@email.com,Imran,Akhtar,lost
CUST1233,usman.sheikh233@email.com,Usman,Sheikh,loyal
CUST1234,zara.sheikh234@email.com,Zara,Sheikh,at_risk
CUST1235,sana.akhtar235@email.com,Sana,Akhtar,at_risk
CUST1236,sana.qureshi236@email.com,Sana,Qureshi,lost
CUST1237,shahid.malik237@email.com,Shahid,Malik,loyal
CUST1238,kamran.sheikh238@email.com,Kamran,Sheikh,loyal
CUST1239,zara.ahmed239@email.com,Zara,Ahmed,at_risk
CUST1240,bilal.ahmed240@email.com,Bilal,Ahmed,at_risk
CUST1241,fatima.hassan241@email.com,Fatima,Hassan,loyal
CUST1242,imran.sheikh242@email.com,Imran,Sheikh,at_risk
CUST1243,rabia.mirza243@email.com,Rabia,Mirza,loyal
CUST1244,ayesha.hassan244@email.com,Ayesha,Hassan,loyal
CUST1245,sana.ali245@email.com,Sana,Ali,loyal
CUST1246,shahid.ali246@email.com,Shahid,Ali,loyal
CUST1247,sara.chaudhry247@email.com,Sara,Chaudhry,loyal
CUST1248,hassan.akhtar248@email.com,Hassan,Akhtar,champion
CUST1249,ali.mirza249@email.com,Ali,Mirza,loyal
CUST1250,imran.akhtar250@email.com,Imran,Akhtar,loyal
CUST1251,sara.sheikh251@email.com,Sara,Sheikh,lost
CUST1252,imran.ahmed252@email.com,Imran,Ahmed,lost
CUST1253,tariq.akhtar253@email.com,Tariq,Akhtar,champion
CUST1254,sara.ali254@email.com,Sara,Ali,champion
CUST1255,amna.sheikh255@email.com,Amna,Sheikh,champion
CUST1256,zara.ahmed256@email.com,Zara,Ahmed,at_risk
CUST1257,nadia.mirza257@email.com,Nadia,Mirza,at_risk
CUST1258,faisal.hassan258@email.com,Faisal,Hassan,lost
CUST1259,tariq.akhtar259@email.com,Tariq,Akhtar,lost
CUST1260,hina.mirza260@email.com,Hina,Mirza,lost
CUST1261,hina.mirza261@email.com,Hina,Mirza,at_risk
CUST1262,faisal.ahmed262@email.com,Faisal,Ahmed,lost
CUST1263,ahmed.hassan263@email.com,Ahmed,Hassan,loyal
CUST1264,usman.ali264@email.com,Usman,Ali,loyal
CUST1265,shahid.ahmed265@email.com,Shahid,Ahmed,loyal
CUST1266,nadia.akhtar266@email.com,Nadia,Akhtar,at_risk
CUST1267,imran.sheikh267@email.com,Imran,Sheikh,champion
CUST1268,hina.sheikh268@email.com,Hina,Sheikh,at_risk
CUST1269,kamran.ahmed269@email.com,Kamran,Ahmed,at_risk
CUST1270,omar.mirza270@email.com,Omar,Mirza,at_risk
CUST1271,ahmed.qureshi271@email.com,Ahmed,Qureshi,champion
CUST1272,zara.ali272@email.com,Zara,Ali,lost
CUST1273,hassan.ahmed273@email.com,Hassan,Ahmed,champion
CUST1274,hina.mirza274@email.com,Hina,Mirza,at_risk
CUST1275,amna.sheikh275@email.com,Amna,Sheikh,at_risk
CUST1276,kamran.sheikh276@email.com,Kamran,Sheikh,at_risk
CUST1277,omar.chaudhry277@email.com,Omar,Chaudhry,at_risk
CUST1278,kamran.ahmed278@email.com,Kamran,Ahmed,at_risk
CUST1279,nadia.malik279@email.com,Nadia,Malik,at_risk
CUST1280,ali.ahmed280@email.com,Ali,Ahmed,loyal
CUST1281,amna.mirza281@email.com,Amna,Mirza,lost
CUST1282,omar.mirza282@email.com,Omar,Mirza,champion
CUST1283,fatima.akhtar283@email.com,Fatima,Akhtar,at_risk
CUST1284,kamran.sheikh284@email.com,Kamran,Sheikh,loyal
CUST1285,amna.qureshi285@email.com,Amna,Qureshi,at_risk
CUST1286,imran.ahmed286@email.com,Imran,Ahmed,at_risk
CUST1287,nadia.malik287@email.com,Nadia,Malik,loyal
CUST1288,ayesha.ali288@email.com,Ayesha,Ali,loyal
CUST1289,imran.sheikh289@email.com,Imran,Sheikh,at_risk
CUST1290,tariq.chaudhry290@email.com,Tariq,Chaudhry,champion
CUST1291,usman.malik291@email.com,Usman,Malik,loyal
CUST1292,ayesha.qureshi292@email.com,Ayesha,Qureshi,lost
CUST1293,ali.chaudhry293@email.com,Ali,Chaudhry,at_risk
CUST1294,sara.hassan294@email.com,Sara,Hassan,at_risk
CUST1295,faisal.akhtar295@email.com,Faisal,Akhtar,at_risk
CUST1296,sara.hassan296@email.com,Sara,Hassan,loyal
CUST1297,hassan.sheikh297@email.com,Hassan,Sheikh,at_risk
CUST1298,imran.ahmed298@email.com,Imran,Ahmed,champion
CUST1299,faisal.hassan299@email.com,Faisal,Hassan,at_risk
